qid,evidence_id,rel,legacy_chunk_id,annotation_source
A019,ev_924417706550f59e5ad6,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_28",tfidf
A019,ev_3808e2fb289d7e9623bb,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_44",bm25/dense_bm25
A019,ev_be8dd82dc437aced15e9,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_51",tfidf
A019,ev_4da10bde1cd51ea72879,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_255,dense
A019,ev_ecee1fa0914fdb6c078b,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_300,dense/dense_bm25
A019,ev_cfe74ebb72249ea2c723,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_310,dense/dense_bm25/tfidf
A019,ev_415c98889a1368ed6b4b,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_311,dense
A019,ev_063913063351aeb77450,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_316,dense/dense_bm25
A019,ev_dccab22931ba0cdee705,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_338,bm25/dense_bm25
A019,ev_8371a6484cc6720b2ba4,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_563,bm25/dense/dense_bm25
A019,ev_9b6580c880fdc2147b0f,0,数据结构 (邓俊辉) (Z-Library)_chunk_277,dense
A019,ev_f0792cf7e12c490ab384,0,数据结构 (邓俊辉) (Z-Library)_chunk_32,dense
A019,ev_302d63eb5695732fecef,0,数据结构 (邓俊辉) (Z-Library)_chunk_34,dense/dense_bm25
A019,ev_2728a3b43a7e689fb266,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_361,dense
A019,ev_048ec4a42096dd2c82c3,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_83,bm25/dense_bm25
A019,ev_614ab53e6df583daa075,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1000",dense
A019,ev_3a820250b71299fcec75,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1003",dense
A019,ev_f0387fbf377f7319bf80,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_145",bm25
A019,ev_af4279876cdff1b83eb0,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_146",tfidf
A019,ev_c47d24fb6043daf65ffb,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_179",bm25
A019,ev_5576a94ffeccf645cfc4,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_180",dense
A019,ev_8c2d7bed3bced09a6caf,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_264",bm25/dense_bm25/tfidf
A019,ev_67ff0a1c2697eb10ea6f,3,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_445",bm25/dense/dense_bm25/tfidf
A019,ev_b908f147faaa2b3a0cf0,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_461",bm25/dense_bm25/tfidf
A019,ev_9446220e58598f519ae7,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_462",bm25/dense_bm25/tfidf
A019,ev_277f84bdbea501995fa3,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_802",bm25/dense_bm25
A019,ev_31d871547d3f9b23f716,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_938",bm25/dense_bm25/tfidf
A019,ev_911d8351a139b2537246,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_245",tfidf
A019,ev_5dbc1f23806acdddf0d6,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_82",bm25/dense_bm25
A019,ev_41ec634344c34200a1c1,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_124,dense
A019,ev_04220a0969a3fefbad07,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_14,tfidf
A019,ev_fb7c549626f9dcc4f23a,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_177,dense
A019,ev_e93bad71292279fe4741,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_277,tfidf
A019,ev_f86b38cf585b2f742c25,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_391,dense/dense_bm25
A019,ev_00d2fb8f393ee1cace63,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_398,tfidf
A019,ev_d1f9598348458489b102,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_399,tfidf
A019,ev_f189e89687832c47651a,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_560,dense
A019,ev_ca1568caaa42f4b9b390,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_145,bm25/dense_bm25/tfidf
A019,ev_6cd38e7a36eff7367884,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_344,bm25
A019,ev_9fff0d6d2466e91cd64b,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_382,tfidf
A019,ev_77c3d911060835d47872,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_435,dense/dense_bm25
A019,ev_d8d417569411a7ae2f88,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_46,bm25/dense_bm25
A019,ev_12f759825261372d9dbe,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_552,tfidf
A020,ev_3d0253428dd5bdbaad6b,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_254,dense
A020,ev_794f5dd9f8a06e6a51b0,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_272,dense
A020,ev_d9c890b77b462498566d,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_396,dense
A020,ev_f1854b6443a6a4a55d88,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_457,bm25/dense_bm25/tfidf
A020,ev_9e234ad2957a65a9081b,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1107,tfidf
A020,ev_c3b73f0c6e2a203a312f,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_185,tfidf
A020,ev_8bbf30c4c75e7dd2d12c,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_269,tfidf
A020,ev_bfa4071e4824176dda73,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_467,tfidf
A020,ev_0dfb0feba3aa67b71cad,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_474,tfidf
A020,ev_d493c106594874b84e3d,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_51,tfidf
A020,ev_18f22c88fa64a1b19c88,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_515,tfidf
A020,ev_66bd824530f058047f3e,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_539,tfidf
A020,ev_ae2357a65249024618e7,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_540,tfidf
A020,ev_7c0b2584cff588ca99c5,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_685,tfidf
A020,ev_c9c6b92b57a01eda1fef,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_706,tfidf
A020,ev_aa4414f8b942cac16c0d,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_707,tfidf
A020,ev_11c313667a683165a424,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_977,dense
A020,ev_3a820250b71299fcec75,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1003",dense
A020,ev_36c4eb2fdb4562bda506,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1122",dense
A020,ev_b348bf7c69bb0f5f3ee2,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_581",bm25
A020,ev_f04f25f56348fcd8ed1b,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_584",dense_bm25
A020,ev_8764bc5bf9e42e63a57a,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_607",dense_bm25
A020,ev_9020d49fc13a9b3adce7,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_609",tfidf
A020,ev_d5039f1876bd9e68217e,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_613",dense_bm25
A020,ev_cd80f3c3969d1cb3536b,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_614",dense/dense_bm25
A020,ev_dd282d281cfd8b88604c,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_621",bm25
A020,ev_c072baffcc535c02f4f6,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_622",dense
A020,ev_c2fdd9446081ba3456b6,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_656",dense/dense_bm25
A020,ev_ceef9fa1eaee4e13c50f,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_665",dense/dense_bm25
A020,ev_1f673766cb835cba41d2,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_674",bm25/dense/dense_bm25
A020,ev_1cb15b4879fe086b43f5,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_678",dense
A020,ev_e8a728fb450b1a93379f,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_978",bm25/dense_bm25/tfidf
A020,ev_8cf05791b798e47fb09c,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_330",dense
A020,ev_7e2bda6988efd7a1c798,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_394",bm25
A020,ev_fc5e49c6c90a4af0b89e,1,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_400",dense/dense_bm25
A020,ev_e9db88889b26b1ac8c2b,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_413",bm25/dense/dense_bm25/tfidf
A020,ev_d9debc216488b76a7187,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_414",dense/dense_bm25
A020,ev_6e7e5ed07ae66e628cca,1,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_415",dense/dense_bm25/tfidf
A020,ev_b8c135e5fdb494e9e4c2,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_416",dense
A020,ev_a7682102df589d85b289,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_417",dense_bm25
A020,ev_f76b1521d9b3770d91ab,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_418",dense/dense_bm25
A020,ev_d26fbbc0c0131a746562,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_421",dense
A020,ev_b5ef8aa698a14b3ba335,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_426",dense
A020,ev_13481ec93c8fdcdc07c1,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_430",dense/dense_bm25
A020,ev_9ded06471a689ff2686b,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_481",dense_bm25
A020,ev_7dba2090e5826608dee9,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_486",dense_bm25
A020,ev_550fc8fc5c2a0ed4f4ee,1,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_154,bm25/dense_bm25/tfidf
A020,ev_2b32fde7e15bb07df1de,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_155,bm25/dense/dense_bm25
A020,ev_e4aa270e5ddc43aa4661,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_436,dense
A020,ev_fa590d79c010f2cc7526,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_440,dense/dense_bm25
A020,ev_599bb7823fbcd597c3b5,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_444,bm25/dense_bm25
A020,ev_00b3c38643416370ccdd,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_446,bm25
A020,ev_0e271f6770a91754d805,2,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_48,bm25/dense_bm25
A020,ev_38c78eac44c397ec6ec6,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_546,dense
A020,ev_bf9f035a5075a580c011,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_573,dense/dense_bm25
A020,ev_74e9c9fd30d45fb18e0e,3,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_592,bm25/dense_bm25/tfidf
A020,ev_6587b10a5915a93ae9e3,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_15,tfidf
A020,ev_1e2dc407fa4b62487147,1,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_285,bm25
A020,ev_9e213ca83ed261f4d841,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_314,bm25
A020,ev_ee764ea3dbec92ff7f6d,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_320,bm25
A020,ev_a9a4e87c7b49fb828579,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_322,bm25/dense_bm25
A020,ev_3d2f4b7ec5bedcd22aa0,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_384,dense/dense_bm25
A020,ev_940dbd632d52f4ead158,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_407,dense_bm25
A020,ev_da07279128143e4c7a20,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_410,dense
A020,ev_0d48588f1dfe85e6370e,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_411,dense/dense_bm25
A020,ev_ae525b9c8117729c4639,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_415,bm25/dense_bm25
A020,ev_fa10bda3d83c6dacb5d1,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_506,bm25
A020,ev_12f759825261372d9dbe,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_552,bm25
A022,ev_196560083d954451e3d0,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_108,auto_deepseek
A022,ev_3907a68accace5818aaa,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_54,auto_deepseek
A022,ev_972ea54735a78d77f966,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_137",auto_deepseek
A022,ev_8b32f6e5166d87aef7ab,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_167",auto_deepseek
A022,ev_fb6dccec36c2eac714a0,1,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_353",auto_deepseek
A022,ev_bf32bddf9e79899a80e1,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_618",auto_deepseek
A022,ev_12df45b498e322a7e92f,1,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_639",auto_deepseek
A022,ev_1b0c74be69ff53c00a51,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_675",auto_deepseek
A022,ev_1ff338109e7c84899ee7,1,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_677",auto_deepseek
A022,ev_82799b887123e3db3625,1,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_683",auto_deepseek
A022,ev_9d855548199823bfd0bd,1,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_684",auto_deepseek
A022,ev_f7f144174e65d4aac862,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_8",auto_deepseek
A022,ev_bda95d2646bc0ff40709,0,数据结构 (邓俊辉) (Z-Library)_chunk_13,auto_deepseek
A022,ev_a53c2ce48452acd63542,0,数据结构 (邓俊辉) (Z-Library)_chunk_293,auto_deepseek
A022,ev_13fc0c24cf75ec26f0ef,1,数据结构 (邓俊辉) (Z-Library)_chunk_491,auto_deepseek
A022,ev_49330fb1fe849cdeae6c,1,数据结构 (邓俊辉) (Z-Library)_chunk_492,auto_deepseek
A023,ev_cf4edb7450bc8789b16b,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_413,auto_deepseek
A023,ev_196560083d954451e3d0,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_108,auto_deepseek
A023,ev_3907a68accace5818aaa,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_54,auto_deepseek
A023,ev_366835bf29fba5fd4f6f,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_57,auto_deepseek
A023,ev_972ea54735a78d77f966,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_137",auto_deepseek
A023,ev_a2d9fad5d8fee0747398,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_162",auto_deepseek
A023,ev_8b32f6e5166d87aef7ab,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_167",auto_deepseek
A023,ev_688143d990bd3d30dcb4,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_547",auto_deepseek
A023,ev_bda95d2646bc0ff40709,0,数据结构 (邓俊辉) (Z-Library)_chunk_13,auto_deepseek
A023,ev_1421216c3e46eb610483,0,数据结构 (邓俊辉) (Z-Library)_chunk_33,auto_deepseek
A023,ev_43fbe1f7c395114070c2,0,数据结构 (邓俊辉) (Z-Library)_chunk_452,auto_deepseek
A023,ev_e92440125d76fa6ef80b,0,数据结构 (邓俊辉) (Z-Library)_chunk_478,auto_deepseek
A023,ev_770c4850acf6ead1c0ce,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_11,auto_deepseek
A023,ev_cd656822e5151ea86287,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_223,auto_deepseek
A023,ev_3eca0660a566c9384824,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_300,auto_deepseek
A023,ev_e8c545dbf342787a9ffa,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_89,auto_deepseek
A023,ev_100317c8963888af7488,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_435",auto_deepseek
A023,ev_17ada9e0302a67e7924a,3,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_345",auto_deepseek
A023,ev_32b99f1293b4122454d2,2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_346",auto_deepseek
A023,ev_8c63004cf0889306e32a,3,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_297,auto_deepseek
A024,ev_ec40e3ee6f631bd9656e,3,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_148,auto_deepseek
A024,ev_0c58ea45bbd8883579e3,2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_149,auto_deepseek
A024,ev_6efd37134ab16c31338f,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_150,auto_deepseek
A024,ev_39c9a9ff016f8e2ce674,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_154,auto_deepseek
A024,ev_c69faa26c330242d1abc,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_157,auto_deepseek
A024,ev_8029bd12601039942e7b,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_158,auto_deepseek
A024,ev_25c42efc15f5852fca9f,2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_164,auto_deepseek
A024,ev_f8157ff88a337beff6a4,2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_449,auto_deepseek
A024,ev_60756c0059ab9fd08d68,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_455,auto_deepseek
A024,ev_f1854b6443a6a4a55d88,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_457,auto_deepseek
A024,ev_edadf7e0125f18c9c64b,2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_472,auto_deepseek
A024,ev_42aebcf6151edf9551ad,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_473,auto_deepseek
A024,ev_18adeaea7dc94aa191ac,3,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_338",auto_deepseek
A024,ev_ae4afa32dd4cfe5f1f11,2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_340",auto_deepseek
A024,ev_8c2fa9fe31794cf597ed,2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_343",auto_deepseek
A024,ev_9a024989bae963e37fff,2,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_282,auto_deepseek
A024,ev_f62ea2ee211f81da2430,2,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_288,auto_deepseek
A024,ev_ad4703ef3a704ac11816,1,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_303,auto_deepseek
A025,ev_f11a3b1a395100d490f6,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_182,auto_deepseek
A025,ev_db5a23d08fdc30049456,1,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_214,auto_deepseek
A025,ev_01568a74c8a22055fdfe,1,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_232,auto_deepseek
A025,ev_03088358a0a02828efe5,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_187,auto_deepseek
A025,ev_1ea2d4f17e4dcd9ad86e,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_355",auto_deepseek
A025,ev_b4f51c94418f747d3fa1,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_379",auto_deepseek
A025,ev_9f2807a5d63d02147ada,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_208,auto_deepseek
A025,ev_f516d39d99a9d1daa5c7,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_68,auto_deepseek
A025,ev_bb5bd9154b00ad1beb09,1,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_77,auto_deepseek
A025,ev_85fa0d2c1d8339451630,1,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_79,auto_deepseek
A025,ev_86f91bd509e293eea45a,1,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_82,auto_deepseek
A025,ev_1388f70f64f3a31e7d07,0,数据结构 (邓俊辉) (Z-Library)_chunk_393,auto_deepseek
A025,ev_c4e558e38d65db4e3e07,3,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_140",auto_deepseek
A025,ev_1116bfa2235f5be572f7,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_166",auto_deepseek
A025,ev_c47d24fb6043daf65ffb,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_179",auto_deepseek
A025,ev_ff8e9e4bbce084ba76e0,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_719",auto_deepseek
A025,ev_0dca0b85f0671e4f3fab,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_831",auto_deepseek
A025,ev_b663dbdd3d976e98287b,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_864",auto_deepseek
A025,ev_b7ee0922ea200a94cd1b,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_912",auto_deepseek
A025,ev_77c3d911060835d47872,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_435,auto_deepseek
A027,ev_a00fdad63ef6ce13daab,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_69,auto_deepseek
A027,ev_d60e3ae1d8903fa09929,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_381,auto_deepseek
A027,ev_c4da674e0f244205de1b,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_415,auto_deepseek
A027,ev_6885e4c3566f8192cb09,2,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_574,auto_deepseek
A027,ev_4c8485cd1860c55ef807,3,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_577,auto_deepseek
