qid,doc_id,rel,source
A029,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_335,,dense/dense_bm25
A029,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_348,,dense_bm25
A029,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_422,,dense
A029,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_497,,dense/dense_bm25
A029,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_523,,bm25/dense/dense_bm25/tfidf
A029,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_528,,bm25
A029,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_122,,tfidf
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_226",,bm25/dense/dense_bm25/tfidf
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_231",,bm25/dense/dense_bm25
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_232",,dense_bm25
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_240",,bm25/dense/dense_bm25/tfidf
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_241",,bm25/dense/dense_bm25/tfidf
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_242",,bm25/dense/dense_bm25/tfidf
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_309",,bm25
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_310",,bm25/dense_bm25/tfidf
A029,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_212,,dense
A029,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_216,,bm25/dense/dense_bm25/tfidf
A029,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_217,,bm25/dense_bm25/tfidf
A029,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_233,,bm25/dense_bm25/tfidf
A029,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_312,,dense
A029,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_468,,tfidf
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_155,,dense
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_156,,dense
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_158,,dense_bm25
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_160,,bm25/tfidf
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_162,,dense_bm25/tfidf
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_231,,dense
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_237,,dense/dense_bm25
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_240,,bm25/dense/dense_bm25/tfidf
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_241,,bm25/dense/dense_bm25/tfidf
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_242,,bm25/dense/dense_bm25/tfidf
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_260,,bm25/dense/dense_bm25
A030,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_237,,dense/dense_bm25
A030,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1152,,dense/dense_bm25
A030,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1303,,dense
A030,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1308,,dense
A030,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1317,,dense
A030,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1364,,dense
A030,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1367,,dense
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_401,,dense
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_412,,dense
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_417,,bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_422,,tfidf
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_423,,bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_424,,bm25/dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_430,,bm25/dense/dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_432,,bm25/dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_433,,dense/dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_434,,dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_435,,dense/dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_437,,tfidf
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_440,,dense
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_444,,dense
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_450,,dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_452,,dense/dense_bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_465,,bm25
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_515,,dense
A030,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_575,,dense/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1001",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1094",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1121",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_272",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_285",,bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_287",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_288",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_289",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_291",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_303",,bm25/dense_bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_304",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_305",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_306",,bm25/dense_bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_307",,bm25/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_319",,dense_bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_325",,bm25/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_337",,bm25/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_339",,bm25/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_341",,bm25/dense_bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_385",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_53",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_676",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_69",,tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_723",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_734",,bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_738",,bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_746",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_750",,dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_751",,bm25/dense_bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_753",,dense/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_754",,bm25/dense_bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_836",,dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_881",,dense/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_894",,bm25/tfidf
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_900",,dense
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_916",,dense/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_97",,bm25/dense_bm25
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_972",,dense
A030,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_178,,dense/dense_bm25
A030,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_376,,dense_bm25/tfidf
A030,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_377,,dense_bm25
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_153,,dense/dense_bm25/tfidf
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_156,,dense_bm25
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_165,,dense_bm25
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_238,,bm25/dense_bm25/tfidf
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_247,,bm25
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_248,,bm25
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_249,,bm25
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_414",,dense
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_504",,dense_bm25/tfidf
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_514",,dense_bm25
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_524",,dense_bm25
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_526",,dense_bm25
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_528",,dense
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_530",,dense_bm25/tfidf
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_531",,tfidf
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_538",,bm25
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_610",,bm25/dense_bm25/tfidf
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_611",,tfidf
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_612",,bm25/dense_bm25/tfidf
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_762",,tfidf
A031,数据结构 (邓俊辉) (Z-Library)_chunk_124,,dense
A031,数据结构 (邓俊辉) (Z-Library)_chunk_126,,dense
A031,数据结构 (邓俊辉) (Z-Library)_chunk_236,,bm25/dense/dense_bm25/tfidf
A031,数据结构 (邓俊辉) (Z-Library)_chunk_237,,bm25
A031,数据结构 (邓俊辉) (Z-Library)_chunk_240,,bm25
A031,数据结构 (邓俊辉) (Z-Library)_chunk_261,,dense
A031,数据结构 (邓俊辉) (Z-Library)_chunk_4,,dense
A031,数据结构 (邓俊辉) (Z-Library)_chunk_457,,dense
A031,数据结构 (邓俊辉) (Z-Library)_chunk_73,,dense
A031,数据结构 (邓俊辉) (Z-Library)_chunk_90,,dense
A031,数据结构 (邓俊辉) (Z-Library)_chunk_94,,dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_239,,bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_241,,bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_242,,bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_254,,bm25/dense_bm25/tfidf
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_268,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_269,,dense
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_310,,bm25/dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_311,,dense/dense_bm25/tfidf
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_312,,dense/dense_bm25/tfidf
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_314,,tfidf
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_316,,dense
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_318,,dense
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_320,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_323,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_329,,dense
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_330,,dense
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_331,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_332,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_333,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_338,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_341,,bm25/dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_342,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_349,,bm25/dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_353,,dense_bm25/tfidf
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_354,,dense/dense_bm25
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_355,,dense_bm25/tfidf
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_356,,tfidf
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_383,,bm25
A031,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_16",,bm25
A031,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_32",,tfidf
A031,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_33",,tfidf
A031,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_34",,tfidf
A031,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_145,,bm25
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1559,,tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_456,,tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_464,,tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_465,,dense
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_544,,tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_545,,tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_546,,dense/dense_bm25/tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_555,,tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_561,,tfidf
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_585,,dense
A032,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_592,,dense
A032,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_111,,dense
A032,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_239,,dense
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_154,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_155,,dense/dense_bm25
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_158,,dense/dense_bm25
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_175,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_186,,bm25
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_187,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_188,,bm25/dense_bm25
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_192,,dense/dense_bm25
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_194,,dense/dense_bm25
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_198,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_205,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_210,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_216,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_217,,tfidf
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_558,,dense_bm25
A032,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_559,,bm25/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1091",,dense
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_113",,dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_200",,bm25/tfidf
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_201",,bm25/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_202",,bm25/dense/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_203",,bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_204",,dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_209",,bm25/dense/dense_bm25/tfidf
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_212",,dense
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_215",,dense
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_216",,dense
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_225",,bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_227",,bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_228",,dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_235",,bm25/dense_bm25/tfidf
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_238",,bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_244",,dense
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_247",,dense
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_251",,bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_252",,bm25/dense/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_258",,bm25/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_260",,bm25/dense/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_263",,bm25/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_265",,bm25/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_407",,dense
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_726",,bm25/dense_bm25/tfidf
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_727",,bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_731",,dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_732",,dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_870",,dense/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_875",,dense/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_877",,dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_879",,dense/dense_bm25
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_880",,dense_bm25
A032,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_103",,dense
A032,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_371",,dense/dense_bm25
A032,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_285,,dense
A032,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_100,,dense
A032,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_341,,dense/dense_bm25
A032,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_342,,dense
A033,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_520,,bm25/dense_bm25
A033,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_140,,dense/dense_bm25
A033,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_141,,dense
A033,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_145,,dense/dense_bm25
A033,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_193,,dense
A033,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_199,,tfidf
A033,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_235,,dense
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_235",,tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_404",,dense/dense_bm25
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_411",,dense
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_412",,tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_414",,dense
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_416",,dense/dense_bm25/tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_417",,tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_418",,tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_435",,tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_458",,tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_484",,dense
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_538",,bm25/dense_bm25
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_594",,dense
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_629",,dense/tfidf
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_630",,tfidf
